smoothed_face_out_a,smoothed_face_out_b
0.35397488,0.29833663
0.3511866,0.29431504
0.35037315,0.28934583
0.34636003,0.2852022
0.3441382,0.27995345
0.34001088,0.2748765
0.33670443,0.27087665
0.329849,0.26415777
0.3272997,0.25790858
0.32052407,0.25201032
0.310912,0.24571073
0.3027171,0.2416496
0.29551792,0.23769742
0.28982943,0.23268574
0.28371271,0.22742346
0.27665913,0.22388479
0.27013156,0.21884449
0.26520655,0.21451432
0.26091665,0.21069743
0.25499094,0.20831215
0.25427026,0.20561679
0.25018224,0.20261516
0.24654233,0.20062082
0.24361657,0.19753304
0.23984665,0.19464132
0.23815969,0.18895663
0.23382351,0.18647955
0.23000057,0.18408695
0.22663547,0.1810268
0.2225794,0.17724235
0.21997273,0.17531408
0.21876197,0.17394854
0.21646084,0.17172492
0.21360306,0.16875035
0.2090823,0.16521856
0.20300399,0.16105023
0.19939427,0.15766591
0.1927807,0.15181087
0.1895122,0.14698784
0.18362348,0.14271657
0.18170391,0.1430352
0.1782252,0.14441983
0.17891055,0.1436152
0.17721763,0.14348589
0.17669366,0.1417945
0.17623669,0.14154063
0.17780235,0.14026305
0.18295611,0.14027798
0.18076508,0.13950755
0.18065663,0.13743664
0.18033595,0.13558131
0.17808191,0.13412829
0.17549175,0.13308845
0.17459752,0.131141
0.17320034,0.13111405
0.17088851,0.13011523
0.17147523,0.12827098
0.16954926,0.1271797
0.16723305,0.12600933
0.16799769,0.12508625
0.16617095,0.12266326
0.16455603,0.12153452
0.16303128,0.120218515
0.1629038,0.11890933
0.16708766,0.11673002
0.16400158,0.116109304
0.16224961,0.11589379
0.16074558,0.115162365
0.15856244,0.11629485
0.15779342,0.11520054
0.15457295,0.115471326
0.15320162,0.114921205
0.15308416,0.1136076
0.15697317,0.11264682
0.1593367,0.11179544
0.1619163,0.111242965
0.16248584,0.11088749
0.16188428,0.10993902
0.15997031,0.11101853
0.15707079,0.10886701
0.15547816,0.10836068
0.15327786,0.107108526
0.15181531,0.10597947
0.149277,0.1059359
0.14722526,0.10566405
0.14522733,0.10593833
0.14495924,0.10458219
0.1437352,0.104338646
0.142141,0.102575704
0.14084798,0.101466924
0.14218795,0.10037259
0.13998182,0.0999685
0.14099701,0.099664465
0.13924532,0.099696115
0.13855886,0.09784336
0.13644746,0.098822676
0.13497622,0.09895516
0.13465945,0.098150976
0.13219503,0.09767567
0.13231803,0.09654046
0.13131611,0.096137784
0.13093731,0.095884226
0.12917791,0.096024945
0.1281862,0.096688665
0.12892772,0.096249394
0.12699945,0.09521734
0.12593362,0.09453963
0.1256152,0.09350467
0.12568006,0.09199889
0.12590614,0.09177134
0.12478524,0.09209474
0.12373124,0.09113471
0.12282796,0.09050764
0.123320125,0.08982755
0.12276875,0.0893656
0.12457034,0.09006107
0.123250246,0.0902182
0.12202631,0.09160969
0.12103181,0.09126059
0.12017691,0.09077421
0.11884242,0.09046134
0.1182366,0.089204386
0.118306026,0.09058208
0.11868914,0.09047474
0.11816766,0.090411976
0.11624201,0.08946645
0.11705304,0.0885029
0.11562984,0.08793224
0.1146507,0.08835811
0.11473421,0.08800718
0.113419935,0.08678515
0.11284836,0.086854756
0.11272779,0.086178
0.11183805,0.085749395
0.11186385,0.08489362
0.11260875,0.0848832
0.112288795,0.08513081
0.111547515,0.08487018
0.10859216,0.08797204
0.1082655,0.08886201
0.10904942,0.08877975
0.11094515,0.08779743
0.110872105,0.08658192
0.11105324,0.085925326
0.112282075,0.08691757
0.11254206,0.08530563
0.11103255,0.08506238
0.11037991,0.08561806
0.10950698,0.08545055
0.108889215,0.08460835
0.10853747,0.08438467
0.10709107,0.08421937
0.1063241,0.082495004
0.10617856,0.0827893
0.10768247,0.08276128
0.10715486,0.082420334
0.1111266,0.08302476
0.11100237,0.082670234
0.10811617,0.081845544
0.105633795,0.08068907
0.104914986,0.08088863
0.1046001,0.08018532
0.104639225,0.07914134
0.1029088,0.07891868
0.102187544,0.07954124
0.10099519,0.07919049
0.09900717,0.079284
0.10143669,0.07837173
0.10301369,0.0787849
0.10243527,0.078783564
0.101483315,0.07797936
0.10185527,0.07737777
0.10018457,0.07590377
0.09888878,0.07413774
0.097762465,0.074445836
0.09645785,0.07419266
0.09615114,0.07308749
0.09520221,0.07323843
0.095377475,0.07246939
0.095557004,0.07272809
0.09412715,0.07229184
0.09315256,0.07201947
0.09390756,0.07124412
0.094867915,0.07108227
0.09652675,0.070773
0.09579384,0.07012757
0.09623162,0.07037267
0.09614436,0.06992246
0.09590464,0.070244856
0.09449408,0.06951302
0.093874626,0.06993841
0.092914864,0.0694163
0.09210249,0.068857595
0.09237083,0.06854861
0.091230154,0.06775776
0.09117316,0.068577304
0.091814145,0.068184525
0.09253745,0.06901854
0.09137931,0.068520226
0.09073163,0.06886449
0.090170294,0.06876934
0.08942609,0.06807475
0.090622395,0.06797381
0.0908396,0.068877675
0.09108484,0.06850323
0.09125034,0.068376295
0.09167985,0.06847308
0.093511015,0.068032324
0.096299574,0.06781201
0.09568367,0.067977734
0.09549931,0.06735957
0.09343651,0.06730722
0.09305097,0.06796383
0.09236089,0.06847274
0.09197792,0.06871165
0.0906594,0.06889291
0.09023443,0.06806155
0.09035599,0.06755353
0.090147875,0.0671417
0.08905691,0.0683494
0.08894289,0.06841441
0.090245135,0.06848517
0.08997933,0.06855308
0.09019444,0.06765608
0.089484684,0.06678653
0.08864437,0.0658944
0.08839133,0.06530599
0.08810268,0.06517308
0.08783329,0.06524061
0.08607658,0.06518523
0.08605802,0.064611495
0.08780458,0.065449186
0.088179,0.066413015
0.08799635,0.065956846
0.08938985,0.06661291
0.08872842,0.06626892
0.08770029,0.0663682
0.087560385,0.06618371
0.08749244,0.06617559
0.0878,0.06641639
0.087210245,0.06651575
0.08707635,0.06550139
0.08706813,0.064736985
0.08622756,0.0644235
0.08583808,0.06420983
0.08670372,0.06337664
0.0856855,0.063987285
0.08573015,0.06355075
0.08393583,0.06260548
0.08449789,0.062492725
0.0838241,0.062501736
0.08410249,0.062753454
0.08345009,0.0635278
0.082897924,0.065392174
0.08287284,0.06587643
0.08240772,0.06603183
0.082139924,0.065670684
0.08305491,0.065285444
0.084272325,0.0647986
0.08408308,0.063486606
0.082780726,0.0629961
0.08272623,0.06246551
0.08239717,0.06362253
0.0819021,0.06297088
0.08188003,0.06279014
0.08169519,0.06356387
0.08079946,0.06368687
0.08167494,0.06363876
0.08197376,0.06380388
0.08165422,0.06330986
0.08113596,0.06240385
0.08262861,0.06235226
0.08412045,0.062348075
0.083175704,0.062077366
0.08275843,0.06250437
0.081845365,0.062799394
0.081639685,0.06352758
0.08107266,0.062934734
0.08094677,0.063773684
0.08034301,0.06403317
0.07986707,0.06372037
0.08080518,0.063107125
0.08143366,0.062232666
0.081133485,0.0619268
0.08148148,0.061920464
0.08155663,0.061492566
0.08158282,0.06199421
0.08241162,0.061810073
0.08233802,0.06179043
0.081646614,0.061635964
0.08102208,0.06131466
0.08004872,0.061684873
0.07914877,0.06131773
0.078992985,0.060935162
0.07917664,0.061151683
0.081113696,0.061739042
0.081420675,0.06142438
0.081679806,0.060548905
0.08298672,0.059482567
0.08458366,0.058798686
0.08475763,0.05935646
0.08392837,0.06048026
0.08393366,0.060745653
0.08290398,0.05997368
0.08300014,0.060598474
0.08115492,0.06059479
0.08082309,0.060341276
0.080353126,0.061206546
0.08122865,0.061006106
0.08185966,0.06070646
0.080129415,0.059760474
0.080413565,0.059572507
0.08078536,0.059617158
0.08094181,0.05937978
0.08069225,0.059248373
0.0822631,0.0598247
0.081398815,0.059614178
0.08153645,0.06058354
0.08172484,0.06002326
0.081946455,0.06009675
0.08130076,0.060229715
0.08128717,0.06075361
0.081175335,0.05984083
0.08003844,0.06048154
0.08037213,0.06001271
0.07969842,0.06088417
0.08089331,0.060708806
0.07969253,0.059592392
0.07839142,0.05990076
0.07736234,0.06007409
0.07724744,0.060027212
0.07704654,0.06052581
0.0767063,0.060633168
0.075646,0.061229207
0.07525544,0.060619462
0.07578095,0.060853686
0.076295935,0.060845103
0.076625206,0.061419837
0.07657553,0.06161269
0.07598601,0.062027134
0.07641639,0.06204058
0.075856835,0.06138819
0.07563757,0.06243312
0.075128384,0.06204382
0.07476576,0.06194206
0.07452723,0.06159935
0.07548166,0.061439622
0.07522939,0.060458116
0.07602646,0.060145974
0.075904,0.06087926
0.07553512,0.061033357
0.075253606,0.06018087
0.07541885,0.05961183
0.07520774,0.058797646
0.07437873,0.059026882
0.07444308,0.058972903
0.07404766,0.058774695
0.07400226,0.059710894
0.0746106,0.059018172
0.07508407,0.059125923
0.07460562,0.059397135
0.07596152,0.058996234
0.075927176,0.058183137
0.07475276,0.05801578
0.07416326,0.05814648
0.07322336,0.057536002
0.07331132,0.057592895
0.07356415,0.05764918
0.07282814,0.056813594
0.07270471,0.05669536
0.0736472,0.05623647
0.07416459,0.057022363
0.075340874,0.056815855
0.07556851,0.05695994
0.07590942,0.057002064
0.075431935,0.05714077
0.07461827,0.05798253
0.07420361,0.05929632
0.07485551,0.060071345
0.07503812,0.05933744
0.07527448,0.0590522
0.07437351,0.058391653
0.07410025,0.057892356
0.07411011,0.056955066
0.073616974,0.056722935
0.074674666,0.057358008
0.07510782,0.057602867
0.07508006,0.0570603
0.07488972,0.056617975
0.075208195,0.056436565
0.07437286,0.056843296
0.073814265,0.05643628
0.07387273,0.056991298
0.07358817,0.0573512
0.07282638,0.058018547
0.07283309,0.05834527
0.07283561,0.057647534
0.072137766,0.057391897
0.07113943,0.056591123
0.071059585,0.056507282
0.07059596,0.0558778
0.07029119,0.056228206
0.070102684,0.05632823
0.07121487,0.056909382
0.07150921,0.056377396
0.07122065,0.05515677
0.0719639,0.054926805
0.072329454,0.054483317
0.07273279,0.053962566
0.07292674,0.05394029
0.073033206,0.05405293
0.07263654,0.053622454
0.07185556,0.05387371
0.07166448,0.053569444
0.07125089,0.05413726
0.07082211,0.05456726
0.07011226,0.05419546
0.06938156,0.05347801
0.068705864,0.054067973
0.06849784,0.054738153
0.068563916,0.054595966
0.069446385,0.05380297
0.06961831,0.054939378
0.06951604,0.054218233
0.06920046,0.053838346
0.06865952,0.05352374
0.06855229,0.052862372
0.06776795,0.053026795
0.06956037,0.05249969
0.06919352,0.053006746
0.06906054,0.053367674
0.06924293,0.054072957
0.06891942,0.05301274
0.06905185,0.053225156
0.068531066,0.0523883
0.068588614,0.052127525
0.07007873,0.052126035
0.07066738,0.05269003
0.07136134,0.052261285
0.072586946,0.052578975
0.0723532,0.053374063
0.07164874,0.053080358
0.072523035,0.052591752
0.07382086,0.053065367
0.073279634,0.052851945
0.07411241,0.05267342
0.07502074,0.052380968
0.074190214,0.05230067
0.07380562,0.05248138
0.07215193,0.05284072
0.0718687,0.053053852
0.07232015,0.053256985
0.07139887,0.05312842
0.07165617,0.0530606
0.07057265,0.053279527
0.06990284,0.052892316
0.06924024,0.05208801
0.06964836,0.051968962
0.069426455,0.05202048
0.06893363,0.05168828
0.06801671,0.051951874
0.067630835,0.05194888
0.06672522,0.052023172
0.066050485,0.05158517
0.06598717,0.0514809
0.06582954,0.05065887
0.06535264,0.04994415
0.065067455,0.04966305
0.065356985,0.049555566
0.06546263,0.049720384
0.06530121,0.049122896
0.06544874,0.04926239
0.064928465,0.049115
0.06538456,0.049616233
0.06586309,0.04965652
0.066195846,0.049782433
0.06676256,0.050721616
0.06653645,0.051392443
0.067712024,0.051605247
0.067130655,0.051172804
0.06687141,0.051086016
0.0669507,0.051188048
0.067209914,0.050489303
0.067398034,0.05112744
0.06732271,0.051342316
0.06802973,0.050593425
0.06788471,0.050161768
0.06793445,0.05061671
0.067370914,0.05033259
0.06690261,0.05115776
0.06658776,0.051694363
0.06740055,0.052722584
0.06589015,0.05245319
0.065213464,0.05280122
0.06449448,0.052891452
0.06443858,0.052336413
0.06402171,0.052627474
0.063688956,0.053166505
0.0642157,0.05372355
0.064693965,0.053434703
0.0642593,0.05301273
0.06559054,0.0527596
0.065749936,0.05284255
0.06698025,0.05232225
0.0697549,0.05201528
0.071606375,0.051899713
0.07373201,0.052240856
0.074541345,0.052294232
0.07339557,0.05277821
0.0727257,0.05296189
0.07107823,0.052427575
0.07089241,0.05117515
0.07006731,0.051019266
0.06952553,0.050775744
0.06897459,0.050104257
0.06833994,0.050145812
0.06759013,0.04942895
0.067075185,0.049376305
0.066797,0.04903402
0.06642668,0.049273316
0.06621631,0.04912748
0.06593515,0.04907169
0.0659387,0.049538914
0.0666698,0.050289784
0.06652717,0.050667536
0.06721614,0.051446676
0.067268275,0.051213786
0.06701426,0.05103229
0.06702199,0.05159705
0.0668243,0.052044135
0.06622388,0.052113317
0.06594827,0.052015178
0.06518687,0.05162706
0.06505681,0.05142413
0.06521094,0.0508432
0.06505732,0.051472526
0.0645702,0.05167705
0.065455586,0.051725134
0.06575979,0.051160157
0.06603893,0.05071091
0.06632994,0.051335838
0.06699229,0.051038034
0.06715645,0.050434463
0.066147126,0.050690554
0.06622048,0.04939674
0.06549253,0.04989968
0.06594127,0.049998853
0.066871054,0.0496439
0.066485755,0.04956533
0.06581889,0.049296204
0.065668635,0.049132437
0.06531015,0.049118552
0.06515618,0.048669487
0.06595413,0.04834977
0.0657995,0.048478723
0.06562617,0.048688054
0.06550153,0.048898432
0.06546472,0.04874573
0.0650821,0.048410024
0.06571597,0.048288967
0.06610809,0.04837378
0.06715081,0.04797665
0.06683416,0.04721861
0.06650724,0.04773574
0.06638275,0.04704864
0.06526725,0.046843823
0.065093115,0.047097474
0.06505984,0.04691415
0.06522122,0.047670294
0.065211326,0.047921896
0.06490963,0.049083136
0.06452584,0.04850279
0.064277664,0.04867007
0.06337393,0.049263783
0.062307958,0.049613424
0.061970983,0.049511895
0.062467717,0.04965767
0.06255693,0.04916551
0.06250972,0.04840629
0.06276805,0.048628587
0.062382724,0.049406536
0.06296286,0.048855893
0.06324321,0.04798674
0.06323463,0.04746464
0.06571388,0.047212787
0.06804166,0.047025785
0.06979043,0.046603825
0.07032843,0.046497658
0.069081485,0.046038486
0.06829959,0.045705505
0.067627005,0.04580229
0.06721324,0.046325196
0.06689173,0.04637114
0.06663986,0.046450347
0.06578979,0.046383962
0.06601397,0.046764378
0.06666271,0.047124315
0.06641986,0.047318693
0.06581119,0.047181197
0.066043645,0.047461484
0.06552744,0.047111012
0.064854674,0.04681728
0.06461188,0.046938643
0.0640642,0.04660651
0.06400051,0.04614508
0.063432366,0.0463411
0.06266752,0.046289004
0.061808,0.04562309
0.061700705,0.045589022
0.062305056,0.045541998
0.06241534,0.04609683
0.062250383,0.046047073
0.062030528,0.04674448
0.062323388,0.046428308
0.06202404,0.04625677
0.061554637,0.04653368
0.060978,0.046486553
0.06116956,0.04601825
0.062256932,0.04594911
0.06261877,0.04646969
0.06244759,0.04613884
0.06217859,0.045726165
0.061563082,0.04565522
0.060904622,0.04570902
0.06068727,0.045960493
0.060174327,0.0459159
0.060961924,0.046243284
0.060935616,0.046648722
0.060819726,0.04756195
0.06117405,0.04781815
0.06198455,0.047254372
0.063216716,0.047689483
0.06299394,0.04808977
0.06291378,0.047738936
0.062446475,0.048406787
0.062019974,0.048180066
0.062292166,0.047384888
0.062380154,0.047537144
0.062439032,0.047398753
0.06262472,0.04753305
0.063290924,0.04780265
0.06393097,0.047698922
0.06611877,0.047100373
0.06642977,0.046681147
0.066684924,0.046513688
0.0664332,0.046278555
0.06652911,0.046631493
0.06620906,0.046541307
0.0669092,0.046635803
0.066967875,0.04645569
0.06607118,0.045955446
0.065896355,0.04655871
0.06513964,0.047051027
0.06487593,0.04629427
0.064166844,0.04644271
0.0639543,0.045883045
0.063997775,0.046779394
0.063163966,0.047021672
0.06279859,0.04768634
0.062286194,0.046999883
0.061888263,0.04716054
0.062081724,0.046718657
0.06105688,0.047239535
0.060841102,0.04713675
0.06148299,0.047466226
0.06117593,0.04723163
0.06078396,0.04718059
0.06087402,0.046625003
0.060945068,0.046387047
0.060409755,0.04703472
0.059754137,0.04658896
0.060338832,0.04703446
0.060843207,0.047662273
0.060954034,0.04688758
0.06168361,0.046794496
0.062086135,0.046065528
0.061648753,0.046005107
0.061988052,0.04574721
0.061611515,0.04509978
0.062412757,0.045234717
0.061914265,0.045251437
0.06184425,0.045281664
0.061349515,0.044858124
0.060604453,0.04492742
0.060501363,0.044826824
0.06079096,0.045171022
0.061097085,0.044726502
0.061213166,0.044609938
0.060161058,0.044618577
0.059452802,0.04400162
0.059354328,0.043375507
0.058925632,0.043705992
0.058572948,0.0433683
0.058887545,0.042811286
0.05910062,0.042970337
0.05871749,0.04305779
0.058910925,0.04272185
0.059228376,0.04234432
0.05930086,0.04245247
0.059682555,0.04293647
0.05962905,0.042883083
0.059659205,0.042824525
0.059679274,0.04371625
0.06032849,0.044647377
0.061387207,0.04531756
0.060990583,0.04558289
